FID,fid,the_geom,id,site_name,continent,country,latitude,longitude,year_opera,year_shut_,main_mar_t,specific_m,link_to_do,influent_s,final_use,main_objec,reference_
Global_MAR_Inventory.1050,1050,POINT (-122.485958 47.227693),1120,"Tacoma Public Utilities Building – 13A1, B1",North America,USA,47.227693,-122.485958,-9999,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Industrial,Other Benefits,"<a href=""http://pubs.er.usgs.gov/publication/wsp1594C?currow=684."" target=""_blank"">Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg"
Global_MAR_Inventory.1051,1051,POINT (-122.514397 47.163249),1121,"National Bank of Washington, Villa Plaza Branch – 2D1,3",North America,USA,47.163249,-122.514397,1961,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Industrial,Other Benefits,"<a href=""http://pubs.er.usgs.gov/publication/wsp1594C?currow=684."" target=""_blank"">Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg"
Global_MAR_Inventory.1052,1052,POINT (-122.221574 47.961856),1122,"West Coast Telephone Co. building – 31A1,A2",North America,USA,47.961856,-122.221574,-9999,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Industrial,Other Benefits,"<a href=""http://pubs.er.usgs.gov/publication/wsp1594C?currow=684."" target=""_blank"">Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg"
Global_MAR_Inventory.1053,1053,POINT (-122.814742 45.857228),1123,City of St Helens,North America,USA,45.857228,-122.814742,1955,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,Physical Aquifer Management,"<a href=""http://pubs.er.usgs.gov/publication/wsp1594C?currow=684."" target=""_blank"">Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg"
Global_MAR_Inventory.1054,1054,POINT (-119.359432 45.712723),1124,Madison Farms,North America,USA,45.712723,-119.359432,2003,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Agricultural,Physical Aquifer Management,"<a href=""http://www.igme.es/Boletin/2009/120_2_2009/131-156.pdf"" target=""_blank"">Eaton, L., J. Melady, and T. Tolan. 2009. Successful Implementation of ASR in Basalt-Hosted Aquifers in the Pacific Northwest of the United States. Boletín Geológico Y Min"
Global_MAR_Inventory.1055,1055,POINT (-119.45561 45.792006),1125,County Line AR,North America,USA,45.792006,-119.45561,1978,-9999,Rainwater and Run-off Harvesting,Trenches,"<a href=""https://inowas.com/mar-methods/trenches/"" target=""_blank"">Trenches</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""https://digital.osl.state.or.us/islandora/object/osl%3A84968"" target=""_blank"">Aquifer Storage & Recovery and Artificial Recharge in the State of Oregon. 2008. http://www.oregon.gov/owrd/pages/mgmt_gw_recharge.aspx.</a>"
Global_MAR_Inventory.1056,1056,POINT (-123.5132 45.001552),1126,Buell-Red Prairie AR,North America,USA,45.001552,-123.5132,1983,-9999,"Well, Shaft and Borehole Recharge",Dug Well/ Shaft/ Pit Injection,"<a href=""https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/"" target=""_blank"">Shallow well/shaft/pit infiltration</a>",River water,Domestic,Physical Aquifer Management,"<a href=""https://digital.osl.state.or.us/islandora/object/osl%3A84968"" target=""_blank"">Aquifer Storage & Recovery and Artificial Recharge in the State of Oregon. 2008. http://www.oregon.gov/owrd/pages/mgmt_gw_recharge.aspx.</a>"
Global_MAR_Inventory.1057,1057,POINT (-117.858341 44.766666),1127,Baker City,North America,USA,44.766666,-117.858341,2004,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Maximize Natural Storage,"<a href=""http://apps.wrd.state.or.us/apps/planning/owsci/gw_project.aspx?gw_project_id=9"" target=""_blank"">Baker City. 2015. Oregon Water Resources Department - Below Ground Storage Site Details. http://apps.wrd.state.or.us/apps/planning/owsci/gw_project."
Global_MAR_Inventory.1058,1058,POINT (-123.338634 44.919471),1128,City of Dallas,North America,USA,44.919471,-123.338634,2006,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Maximize Natural Storage,"<a href="" http://apps.wrd.state.or.us/apps/planning/owsci/gw_project.aspx?gw_project_id=11"" target=""_blank"">City of Dallas. 2015. Oregon Water Resources Department - Below Ground Storage Site Details. http://apps.wrd.state.or.us/apps/planning/owsci/gw_pr"
Global_MAR_Inventory.1059,1059,POINT (-122.582873 45.361589),1129,Clackamas River Water ASR,North America,USA,45.361589,-122.582873,2001,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,Domestic,Maximize Natural Storage,"<a href=""http://apps.wrd.state.or.us/apps/planning/owsci/gw_project.aspx?gw_project_id=3"" target=""_blank"">Clackamas River Water ASR. 2015. Oregon Water Resources Department - Below Ground Storage Site Details. http://apps.wrd.state.or.us/apps/planning/ow"
Global_MAR_Inventory.1060,1060,POINT (-119.265419 45.76608),1130,Echo Meadows,North America,USA,45.76608,-119.265419,1997,2008,Spreading Methods,Flooding,"<a href=""https://inowas.com/mar-methods/flooding/"" target=""_blank"">Flooding</a>",River water,Domestic,Maximize Natural Storage,"<a href=""http://apps.wrd.state.or.us/apps/planning/owsci/gw_project.aspx?gw_project_id=18"" target=""_blank"">Echo Meadows. 2015. Oregon Water Resources Department - Below Ground Storage Site Details. http://apps.wrd.state.or.us/apps/planning/owsci/gw_proje"
Global_MAR_Inventory.1061,1061,POINT (-118.439909 45.95698),1131,Johnson Aquifer Recharge Site,North America,USA,45.95698,-118.439909,2004,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Physical Aquifer Management,"<a href=""http://wwbwc.org/aquifer-recharge-projects/118-johnson-aquifer-recharge-site.html#"" target=""_blank"">Johnson Aquifer Recharge Site. 2015. Walla Walla Watershed Council. http://wwbwc.org/aquifer-recharge-projects/118-johnson-aquifer-recharge-site."
Global_MAR_Inventory.1062,1062,POINT (-119.412243 45.650079),1132,McCarthy Ranch,North America,USA,45.650079,-119.412243,2006,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Agricultural,no data,"<a href=""http://wwbwc.org/aquifer-recharge-reports.html."" target=""_blank"">Patten, S. 2014. Water Year 2013. Oregon Walla Walla Basin Aquifer Recharge Report. Milton-Freewater, OR: Walla Walla Basinn Watershed Council. http://wwbwc.org/aquifer-recharge-re"
Global_MAR_Inventory.1087,1087,POINT (7.105129 51.428426),1302,WW Burgaltendorf,Europe,Germany,51.428426,7.105129,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Domestic,Water quality management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2."
Global_MAR_Inventory.1063,1063,POINT (-122.432237 47.237521),1133,"Tacoma Savings & Loan Association Building – 4D1,2",North America,USA,47.237521,-122.432237,1957,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Industrial,Other Benefits,"<a href=""http://pubs.er.usgs.gov/publication/wsp1594C?currow=684."" target=""_blank"">Price, D., D. H. Hart, and B. L. Foxworthy. 1965. Artificial Recharge in Oregon and Washington 1962. 1594-C. Water Supply Paper. U.S. Geological Survey. http://pubs.er.usg"
Global_MAR_Inventory.1064,1064,POINT (-118.410467 45.945574),1134,Anspach AR site,North America,USA,45.945574,-118.410467,2012,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,River water,Agricultural,no data,"<a href=""http://wwbwc.org/aquifer-recharge-reports.html"" target=""_blank"">Patten, S. 2014. Water Year 2013. Oregon Walla Walla Basin Aquifer Recharge Report. Milton-Freewater, OR: Walla Walla Basinn Watershed Council. http://wwbwc.org/aquifer-recharge-rep"
Global_MAR_Inventory.1065,1065,POINT (-118.421937 45.947697),1135,Barrett AR site,North America,USA,45.947697,-118.421937,2014,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,River water,no data,Physical Aquifer Management,"<a href=""http://wwbwc.org/aquifer-recharge-reports.html"" target=""_blank"">Patten, S., and J. Keller. 2015. Water Year 2014. Oregon Walla Walla Basin Aquifer Recharge Report. Milton-Freewater, OR: Walla Walla Basinn Watershed Council. http://wwbwc.org/aqui"
Global_MAR_Inventory.1066,1066,POINT (-118.503538 45.979755),1136,NW Umapine site,North America,USA,45.979755,-118.503538,2014,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,Physical Aquifer Management,"<a href=""http://wwbwc.org/aquifer-recharge-reports.html"" target=""_blank"">Patten, S., and J. Keller. 2015. Water Year 2014. Oregon Walla Walla Basin Aquifer Recharge Report. Milton-Freewater, OR: Walla Walla Basinn Watershed Council. http://wwbwc.org/aqui"
Global_MAR_Inventory.1067,1067,POINT (-118.428878 45.962058),1137,Trumbull,North America,USA,45.962058,-118.428878,2013,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,River water,no data,Physical Aquifer Management,"<a href=""http://wwbwc.org/aquifer-recharge-reports.html"" target=""_blank"">Patten, S., and J. Keller. 2015. Water Year 2014. Oregon Walla Walla Basin Aquifer Recharge Report. Milton-Freewater, OR: Walla Walla Basinn Watershed Council. http://wwbwc.org/aqui"
Global_MAR_Inventory.1068,1068,POINT (-118.423774 45.993053),1138,East Trolley Lane,North America,USA,45.993053,-118.423774,2013,-9999,Spreading Methods,Reverse Drainage,Reverse Drainage,Storm water,no data,Physical Aquifer Management,"<a href=""http://wwbwc.org/aquifer-recharge-projects/42-east-trolley-aquifer-recharge-site.html"" target=""_blank"">East Trolley Lane. 2015. Walla Walla Watershed Council. http://wwbwc.org/aquifer-recharge-projects/42-east-trolley-aquifer-recharge-site.html"
Global_MAR_Inventory.1069,1069,POINT (-118.412346 45.999006),1139,Hall-Wentland,North America,USA,45.999006,-118.412346,2006,2009,Spreading Methods,Flooding,"<a href=""https://inowas.com/mar-methods/flooding/"" target=""_blank"">Flooding</a>",River water,no data,Physical Aquifer Management,"<a href=""http://wwbwc.org/aquifer-recharge-projects/41-hall-wentland-aquifer-recharge-site.htm"" target=""_blank"">Hall-Wentland. 2015. Walla Walla Watershed Council. http://wwbwc.org/aquifer-recharge-projects/41-hall-wentland-aquifer-recharge-site.html (ac"
Global_MAR_Inventory.1070,1070,POINT (-118.474153 46.001784),1140,Locher Rd,North America,USA,46.001784,-118.474153,2007,2013,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Agricultural,Physical Aquifer Management,"<a href=""http://wwbwc.org/aquifer-recharge-projects/39-locher-road-aquifer-recharge-site.html"" target=""_blank"">Locher Rd. 2015. Walla Walla Watershed Council. http://wwbwc.org/aquifer-recharge-projects/39-locher-road-aquifer-recharge-site.html (accessed"
Global_MAR_Inventory.1071,1071,POINT (-118.468283 46.052001),1141,Stiller Pond,North America,USA,46.052001,-118.468283,2011,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Agricultural,Other Benefits,"<a href=""http://wwbwc.org/aquifer-recharge-projects/30-stiller-pond-aquifer-recharge-site.html"" target=""_blank"">Stiller Pond. 2015. Walla Walla Watershed Council. http://wwbwc.org/aquifer-recharge-projects/30-stiller-pond-aquifer-recharge-site.html (acce"
Global_MAR_Inventory.1072,1072,POINT (-98.094266 46.126103),1142,Oakes – recharge test 1 & 2,North America,USA,46.126103,-98.094266,1986,1987,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Agricultural,no data,"<a href=""https://pubs.usgs.gov/wri/1989/4122/report.pdf"" target=""_blank"">Huff, G. F., and J. D. Wald. 1989. Geochemistry of Artificial-Recharge Tests in the Oakes Aquifer near Oakes, Southeastern North Dakota. 89-4122. Water-Resources Investigations Repo"
Global_MAR_Inventory.1073,1073,POINT (-98.094266 46.126103),1143,Oakes - Large Recharge Test Basin,North America,USA,46.126103,-98.094266,1986,1987,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Agricultural,no data,"<a href=""https://pubs.usgs.gov/wri/1989/4122/report.pdf"" target=""_blank"">Huff, G. F., and J. D. Wald. 1989. Geochemistry of Artificial-Recharge Tests in the Oakes Aquifer near Oakes, Southeastern North Dakota. 89-4122. Water-Resources Investigations Repo"
Global_MAR_Inventory.1074,1074,POINT (-98.093011 46.125),1144,Oakes – Small Recharge Test Basin,North America,USA,46.125,-98.093011,1986,1987,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Agricultural,no data,"<a href=""https://pubs.usgs.gov/wri/1989/4122/report.pdf"" target=""_blank"">Huff, G. F., and J. D. Wald. 1989. Geochemistry of Artificial-Recharge Tests in the Oakes Aquifer near Oakes, Southeastern North Dakota. 89-4122. Water-Resources Investigations Repo"
Global_MAR_Inventory.1088,1088,POINT (6.966828 50.924651),1304,WW Severin,Europe,Germany,50.924651,6.966828,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,Water quality management,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2."
Global_MAR_Inventory.1075,1075,POINT (-96.321379 41.056019),1145,City of Lincoln – collector wells,North America,USA,41.056019,-96.321379,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,no data,"Verstraeten, I. M., E. M. Thurman, M. E. Lindsey, E. C. Lee, and R. D. Smith. 2002. Changes in Concentrations of Triazine and Acetamide Herbicides by Bank Filtration, Ozonation, and Chlorination in a Public Water Supply. Journal of Hydrology 266 (3-4): 1"
Global_MAR_Inventory.1076,1076,POINT (-91.417933 34.473909),1146,Grand Prairie,North America,USA,34.473909,-91.417933,1955,-9999,"Well, Shaft and Borehole Recharge",Dug Well/ Shaft/ Pit Injection,"<a href=""https://inowas.com/mar-methods/shallow-wells-shafts-and-pits-infiltration/"" target=""_blank"">Shallow well/shaft/pit infiltration</a>",River water,Agricultural,Physical Aquifer Management,"<a href=""https://pubs.usgs.gov/wsp/1615a/report.pdf"" target=""_blank"">Engler, K., F. H. Bayley, and R. T. Sniegocki. 1963. Studies of Artificial Recharge in the Grand Prairie Region, Arkansas: Environment and History. 1615 A. Water Supply Paper. Washingto"
Global_MAR_Inventory.1077,1077,POINT (-81.0938888 24.71083333),1147,Marathon Pumping Station,North America,USA,24.71083333,-81.0938888,1990,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Tap water,Domestic,Maximize Natural Storage,"Pyne, R. D. G. 1995. Groundwater Recharge and Wells: A Guide to Aquifer Storage Recovery. Boca Raton: Lewis Publishers"
Global_MAR_Inventory.1078,1078,POINT (-74.825394 39.142196),1148,Rio Grande wellfield,North America,USA,39.142196,-74.825394,1968,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",no data,Domestic,Maximize Natural Storage,"Pyne, R. D. G. 1995. Groundwater Recharge and Wells: A Guide to Aquifer Storage Recovery. Boca Raton: Lewis Publishers"
Global_MAR_Inventory.1079,1079,POINT (-113.374203 37.128629),1149,Sand Hollow Trench,North America,USA,37.128629,-113.374203,2004,2004,Rainwater and Run-off Harvesting,Trenches,"<a href=""https://inowas.com/mar-methods/trenches/"" target=""_blank"">Trenches</a>",Groundwater,no data,Physical Aquifer Management,"Heilweil, V. M., and D. E. Watt. 2011. Trench Infiltration for Managed Aquifer Recharge to Permeable Bedrock. Hydrological Processes 25 (1): 141–151. doi:10.1002/hyp.7833"
Global_MAR_Inventory.1080,1080,POINT (-85.62856 38.35937),1150,Louisville Riverbank Filtration,North America,USA,38.35937,-85.62856,1999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,no data,no data,"<a href=""www.soulstatic.com/NATORBF/papers/hubbs/hubbscasehistory.pdf"" target=""_blank"">Hubbs, S., and T. Caldwell. 2004. Clogging in Louisville presented at the NATO Advanced Research Workshop - Riverbank Filtration Hydrology: Impacts on System Capacity"
Global_MAR_Inventory.1081,1081,POINT (-122.88234 38.51045),1151,Wohler Riverbank Filtration site,North America,USA,38.51045,-122.88234,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,no data,no data,"<a href=""www.soulstatic.com/NATORBF/papers/hubbs/hubbscasehistory.pdf"" target=""_blank"">Hubbs, S., and T. Caldwell. 2004. Clogging in Louisville presented at the NATO Advanced Research Workshop - Riverbank Filtration Hydrology: Impacts on System Capacity"
Global_MAR_Inventory.1082,1082,POINT (-82.624524 27.453184),1152,Manatee Southwest Water Reclamation Facility,North America,USA,27.453184,-82.624524,2004,2005,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Reclaimed wastewater,Agricultural,Maximize Natural Storage,"<a href=""https://www.waterboards.ca.gov/water_issues/programs/grants_loans/water_recycling/research/03_009_01.pdf"" target=""_blank"">Clinton, T. A. 2007. Reclaimed Water Aquifer Storage and Recovery: Potential Changes in Water Quality. Alexandria, VA: Wate"
Global_MAR_Inventory.1083,1083,POINT (-111.224246 32.176115),1153,Southern Avra Valley Storage and Recovery Project (SAVSARP),North America,USA,32.176115,-111.224246,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Domestic,Physical Aquifer Management,"<a href=""https://www.tucsonaz.gov/water/savsarp"" target=""_blank"">Southern Avra Valley Storage and Recovery Project (SAVSARP). 2015. City of Tuscon. https://www.tucsonaz.gov/water/savsarp (accessed October 18, 2015).</a>"
Global_MAR_Inventory.1084,1084,POINT (-122.7123 38.447247),1154,Santa Rosa ASR,North America,USA,38.447247,-122.7123,2004,2014,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",River water,no data,no data,"<a href=""http://file.scirp.org/pdf/_2014112813572627.pdf"" target=""_blank"">Bloetscher, F., C. H. Sham, J. J. Danko III, and S. Ratick. 2014. Lessons Learned from Aquifer Storage and Recovery (ASR) Systems in the United States. Journal of Water Resource an"
Global_MAR_Inventory.1085,1085,POINT (6.44 51.17),1300,Garzweiler,Europe,Germany,51.17,6.44,1987,-9999,"Well, Shaft and Borehole Recharge",ASR/ASTR,"<a href=""https://inowas.com/mar-methods/aquifer-storage-and-recovery-asr/"" target=""_blank"">ASR</a>/<a href=""https://inowas.com/mar-methods/aquifer-storage-transfer-and-recovery-astr/"" target=""_blank"">ASTR</a>",Groundwater,Environmental,Ecological benefits,"<a href=""https://www.rwe.com/web/cms/mediablob/de/346066/data/183406/4/rwe/innovation/rohstoffe/braunkohle/renaturierung-und-umweltschutz/wasser-fuer-feuchtgebiete-pdf.pdf"" target=""_blank"">RWE, na. Ökologie im Nordrevier - Wasser für die Feuchtgebiete"
Global_MAR_Inventory.1086,1086,POINT (6.716645 51.444839),1301,Rhein,Europe,Germany,51.444839,6.716645,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Industrial,no data,"Furrer, R., Fleig, M., Brauch, H.J., 2000. Wasserförderung und -aufbereitung im Rheineinzugsgebiet. Rheinthemen 2."
Global_MAR_Inventory.1089,1089,POINT (2.94616 50.557343),1305,Les Ansereuilles,Europe,France,50.557343,2.94616,-9999,-9999,Induced Bank Filtration,Induced Bank Filtration,"<a href=""https://inowas.com/mar-methods/induced-bank-filtration/"" target=""_blank"">River/lake bank filtration</a><br><a href=""https://inowas.com/mar-methods/dune-filtration/"" target=""_blank"">Dune filtration</a>",River water,Domestic,Water Quality Management,"Bourg, A.C.M., Bertin, C., 1994. Seasonal and spatial trends in manganese solubility in an alluvial aquifer. Environmental Science and Technology 28, 868-876."
Global_MAR_Inventory.1090,1090,POINT (3.30456923578751 46.353185240696),1306,Contigny,Europe,France,46.35318524,3.30456924,1993,1994,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",no data,no data,no data,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1091,1091,POINT (5.4474046738141 47.230331297811),1307,Flammerans,Europe,France,47.2303313,5.44740467,-9999,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,no data,no data,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
Global_MAR_Inventory.1092,1092,POINT (2.00351198044619 44.5108670364429),1308,Foissac,Europe,France,44.51086704,2.00351198,1994,-9999,Spreading Methods,Infiltration Ponds and Basins,"<a href=""https://inowas.com/mar-methods/infiltration-ponds-and-basins/"" target=""_blank"">Infiltration ponds</a> (<a href=""https://inowas.com/mar-methods/soil-aquifer-treatment-sat/"" target=""_blank"">SAT</a>)",River water,Environmental,Physical Aquifer Management,"<a href=""http://infoterre.brgm.fr/rapports/RP-61821-FR.pdf"" target=""_blank"">Casanova J., Cagnimel M., Devau N., Pettenati M., Stollsteiner Ph. (2012)  Recharge artificielle des eaux souterraines : état de l’art et perspectives. Rapport final. BRGM/RP-"
